seed_delta,kenpom_rank_delta,adj_efficiency_margin_delta,adj_o_delta,adj_d_delta,tempo_delta,three_pt_pct_delta,efg_pct_delta,turnover_rate_delta,ft_rate_delta,oreb_pct_delta,conference_strength_delta,coach_apps_delta,close_game_wpct_delta,variance_delta,experience_score_delta,draft_prospects_delta,win_pct_delta,last_10_win_pct_delta,seed_a_val,seed_b_val,higher_seed_kenpom,aem_sum,tempo_avg,hist_seed_win_rate,round_num,seed_kenpom_gap_delta,outcome,year,round,region,team_a,team_b
-1,3,13.472210940596474,7.485789168559279,-5.986421772037204,7.232477849752364,-0.015306835824595855,-0.020696004663039003,0.0349718085937365,-0.008977859625566686,-5.403574489793289,-3.270983815081298,-4,0.13498581867085885,3.9407994885625524,0.49828415819612637,-2,0.006917040049749024,0.10747428144561011,8,9,50,27.07760658461944,66.65199081556435,0.512,1,-8,1,2019,R64,East,UCF,VCU
-7,-54,15.480149439491285,15.15596934115058,-0.3241800983407046,4.810791904198666,-0.09385074911552649,-0.001482227260955593,-0.041580001953316154,-0.06968679896572783,6.485894631944383,2.604510078631233,2,0.02213311168292026,-0.5251238898611277,1.5,4,0.11846253883795765,-0.023989239741516788,5,12,19,12.885523892235998,66.64495421416228,0.649,1,19,0,2019,R64,East,Mississippi State,Liberty
-9,-22,10.816081024014117,2.5186840624773623,-8.297396961536748,-0.9782280240704893,0.04481947763513133,0.04235464020680724,-0.07364204759396478,0.004809968281083099,9.203885676228225,3.8446552041359423,19,0.1932376653687714,-1.8352746272525629,0.8661694419457833,1,0.2073684158046063,-0.03009040770269611,4,13,26,21.25325701444398,71.30131970954594,0.8,1,-34,1,2019,R64,East,Virginia Tech,Saint Louis
-5,-30,7.47947583007284,7.381776528174797,-0.09769930189804654,2.8593993259931665,-0.03460277913869536,0.024825712048970328,0.006069633235656902,0.04601258867249619,-10.575540414817521,3.469355312641576,6,-0.29540496352939294,3.4251178081416693,-1.5,-2,0.111957268546659,0.10171729873389834,6,11,35,21.548127436767558,68.1223658095337,0.627,1,10,1,2019,R64,East,Maryland,Belmont
-11,17,29.828269265532935,15.909825107090441,-13.918444158442497,-8.177077622683939,-0.02598156362211579,0.05574978696244154,-0.017044446464837604,-0.1649476750646396,-4.489253341029894,4.7076083412149545,14,0.05573668639749557,-4.491724991073166,-1.479811091695363,2,0.06021442261800192,0.12530985060881372,3,14,15,17.98829406120112,69.40812544783978,0.857,1,-99,1,2019,R64,East,LSU,Yale
-3,-39,3.434473393080401,-2.1619605894759673,-5.596433982556363,3.2685177062611785,-0.03946475497230406,-0.040098758675569446,0.01879621861893979,-0.02564384515189483,-0.3966958052616931,1.2425065954557781,-1,0.3110125194517743,0.26320229812582774,-1.5,-2,-0.13687051666169692,-0.4281791057960877,7,10,13,21.239383431891646,66.10073362559054,0.608,1,24,0,2019,R64,East,Louisville,Minnesota
-13,-119,25.438640032902384,10.573666102399827,-14.864973930502558,3.208912344692976,0.0538371302392433,0.06043908961194677,-0.04739391593360365,-0.05332131648880972,-2.8919534503093445,4.818498737412935,17,-0.13699264530791666,-4.479044623676064,-1.4299965524182383,2,0.37176825839558963,0.29063136691596037,2,15,12,27.068944770235845,73.12998776420085,0.938,1,1,1,2019,R64,East,Michigan State,Bradley
-15,-120,38.17967042976547,11.179747374507045,-26.999923055258435,9.609021487749992,0.028888016374523706,0.03836868230756829,0.00499364067897054,-0.03571772251473171,0.749962882713433,3.3567002566671253,0,-0.011331165273201549,-4.8160993182468985,-1.0658502504054104,2,0.4464398147072163,0.24081510036442388,1,16,1,9.05638363527492,65.91960400054288,0.991,1,-36,1,2019,R64,Midwest,UNC,Iona
-1,-37,-2.055035757388083,-3.65725695417062,-1.6022211967825513,7.786669812888363,0.06550500352599536,0.030638856212539367,-0.019980375400655725,0.045997902369884824,-6.834443316200311,-0.20057289135137957,3,0.14643755903108763,-0.294629058609722,-0.9960910826491558,1,-0.05251023061479265,-0.19932454356285756,8,9,31,26.46356148438214,64.13230593350694,0.512,1,32,1,2019,R64,Midwest,Washington,Utah State
-7,-13,14.362775707795642,6.358361548942156,-8.004414158853493,2.275491079076488,0.01478968471696207,0.03305357342209164,-0.010074924090410498,-0.029132221088383425,-7.549481729693451,0.3650798819286014,5,0.08382307555800295,3.8076276587388556,0.0743720869846527,1,0.059320732490518835,0.07858197071063944,5,12,25,28.286712700265177,68.44596116872589,0.649,1,-22,1,2019,R64,Midwest,Auburn,New Mexico State
-9,-74,17.21847944194703,9.783098329024725,-7.435381112922315,-12.602466662811324,0.03180285745898864,0.029222065191445434,-0.06524285579271533,0.13146028616543737,0.543578090784326,4.035860982240625,0,0.07773012221452669,-4.332587203359775,0.7235139854933754,1,0.00991913947073364,0.07701186037489338,4,13,10,23.556259580289495,65.94780210105719,0.8,1,18,1,2019,R64,Midwest,Kansas,Northeastern
-5,-39,6.268396412542387,5.727670603943594,-0.5407258085987934,-8.874867896015076,0.020109389214131967,0.04222497156165994,-0.004682832594788883,0.06720063756211608,-0.8028472443679746,-0.7962437588823601,-4,-0.2458350045123141,-1.6865523617844786,1.2422798698111333,-2,0.037012809577514405,0.05113120864538645,6,11,32,19.748942009533724,70.32604408429631,0.627,1,19,0,2019,R64,Midwest,Iowa State,Ohio State
-11,-44,15.146422908920831,5.14656122389097,-9.999861685029856,7.594912100467766,0.07930946938162753,0.001137071183126892,0.017053193996446836,0.04425274918439592,8.740184970073322,4.511739791252633,3,0.3048216743772373,0.9935609097588571,0.9630658102574428,3,0.20941701275392677,0.3585372480680137,3,14,19,15.237201389370119,70.22696733930408,0.857,1,-38,1,2019,R64,Midwest,Houston,Georgia State
-3,-28,12.580339473820171,5.230281015452519,-7.350058458367656,-6.951052977004636,0.07791750137117798,-0.002182736839694832,-0.007168068068198558,0.08323516372615464,-5.241192066616378,-3.182665901740471,-4,0.006252253270692454,-0.9130845914541244,-0.630910737051841,0,-0.13268779022811394,-0.38214994855126555,7,10,21,23.569349397627196,69.36223427217942,0.608,1,13,1,2019,R64,Midwest,Wofford,Seton Hall
-13,-99,25.9568347120608,9.61764725168888,-16.339187460371917,-2.774103072332153,-0.027770899365229307,0.02527190169415794,-0.010632818774839542,0.040446789552340934,-5.09721556910052,4.420329208824561,19,0.44836977958375934,-4.698613730852729,-1.4671387107206915,3,0.046094261475875586,-0.0631009639940151,2,15,8,29.768662068506043,69.80036083967846,0.938,1,-19,1,2019,R64,Midwest,Kentucky,Abilene Christian
-15,-47,37.96577835358363,10.073610881113353,-27.892167472470277,-1.0835341720390588,0.016311163733333855,0.0023444132131748008,0.012485482768969353,0.05629235866142379,6.346608410152179,4.458628246973796,21,0.04258113540479341,-7.531682962045737,-1.5,2,0.37336417769184116,0.4945930814021154,1,16,4,19.537535074863023,63.01699030736776,0.991,1,-109,1,2019,R64,South,Virginia,Gardner Webb
-1,19,-2.720076624764003,7.609052378650091,10.329129003414096,-10.227994016006534,-0.018257014496501023,0.010267076347549198,0.06275889332621043,0.06373207206748394,7.783276403262455,2.9908477018352935,-4,0.45468268524001587,0.15350245652636652,-0.20546303188551285,1,-0.03385972920895286,0.04974588463113039,8,9,37,18.79088239086709,72.52099820782338,0.512,1,-24,1,2019,R64,South,Oklahoma,Ole Miss
-7,-28,17.68951550460172,3.5260799633088737,-14.163435541292841,5.943358242496444,0.009521192786755728,0.0387488143867637,-0.08091540238476648,0.017130114496131776,4.922102107160086,-0.013118970592107981,2,0.0029197116269863432,1.3279382175803818,0.04482417283684459,0,0.2409706019911836,0.15851355155325675,5,12,36,15.709034278257729,71.73835582068307,0.649,1,-7,1,2019,R64,South,Oregon,Wisconsin
-9,-74,9.897552601695017,-5.743542992957643,-15.641095594652654,4.219877369971599,-0.016244416454001875,-0.02762069031489578,-0.01775085974659063,0.008969261140394535,0.8935753503494865,4.46625191407539,4,0.48657292833743626,-3.8004040630336746,-1.5,1,0.23468727683657287,0.21296526001506821,4,13,19,18.740683854662663,69.55169354882551,0.8,1,18,0,2019,R64,South,Kansas State,UC Irvine
-5,5,7.600423704651048,8.565007160853597,0.964583456202547,-6.148045281683245,0.05319478669751471,0.019705739417006485,0.0060499736812247296,0.03667724240725606,-5.081945780054429,-1.1479496682696677,0,-0.1508426561232134,-5.372240586790664,-1.5,3,0.03800382648238221,0.48567757477527235,6,11,35,15.859401038334385,64.50893485436926,0.627,1,-25,1,2019,R64,South,Villanova,Saint Marys
-11,-98,15.32774987380348,7.241687960370228,-8.086061913433255,-1.5169254035756694,0.03797198405832086,0.040185722020648684,0.018722707466211047,0.020563979644140473,-0.024615707119163943,3.9085755701458353,5,-0.17091321113577124,1.0558668816265673,-0.6781272568095904,0,0.1630422958601303,0.40302918351000927,3,14,19,14.731358195609122,71.48959117406535,0.857,1,16,1,2019,R64,South,Purdue,Old Dominion
-3,0,11.786162380825132,-3.0121249602912883,-14.79828734111642,10.133640245268914,0.026846284234336715,-0.01706368958778015,0.018612423965553376,-0.0424678395680268,-3.4447108465869114,-0.909920422274912,2,0.0009377803406838692,2.217120452843721,1.428194675396604,0,0.1324636342791231,0.3257700668925528,7,10,54,6.191609516761396,67.7702927825011,0.608,1,-15,0,2019,R64,South,Cincinnati,Iowa
-13,-138,16.85972906268018,5.950155435688046,-10.909573626992128,-4.696802660001353,0.007144823602480033,0.024139210969110647,-0.03834651991883051,0.08808607889875641,7.104669891942283,5.399070186407588,11,0.23198080827623113,-4.674743876318457,-1.5,2,0.03581822621094499,-0.13885626816229046,2,15,14,27.604577902457926,71.49975566199674,0.938,1,20,1,2019,R64,South,Tennessee,Colgate
-15,-167,34.67858865643181,15.54399707206548,-19.134591584366333,9.118607146292433,-0.005140144164382021,0.039224275508703554,-0.05236415260104979,0.17076786650008952,4.157010869379839,3.832768261192349,15,0.5465461941210531,-2.4605422015987095,-1.5,1,0.3332468640946632,0.4117076712247528,1,16,1,27.996303933684832,67.05063656636398,0.991,1,11,1,2019,R64,West,Gonzaga,FDU
-1,-16,6.451337244750638,7.682700913983794,1.231363669233147,4.332180275662893,-0.04087790175194517,0.044622856178495374,-0.016999650412532846,0.06864943042586175,-4.501702753662364,3.784583902727486,-1,-0.28044483379746005,-0.6883522136463363,-1.153323367323929,0,-0.12128551724628855,-0.11797169794710138,8,9,33,27.281490913904577,68.89124810301533,0.512,1,11,0,2019,R64,West,Syracuse,Baylor
-7,-64,21.517197696629843,5.248672054941508,-16.268525641688342,9.373629491707135,0.03398729103818848,0.005463136936941115,-0.010874338582324339,-0.010193709884258606,0.779605302855721,4.651120549586855,-1,0.39163415768218257,-4.897592760658899,-0.8603922679949765,0,0.07252299571708876,0.165774301980801,5,12,34,21.54314414271156,68.56775269638536,0.649,1,29,0,2019,R64,West,Marquette,Murray State
-9,-32,19.05515965638153,9.283619582417572,-9.771540073963962,3.042393401122027,0.0031246898667242062,0.00024817740993998694,-0.03667137066443854,0.07084646970229869,-2.892186702875886,1.4995799743549751,10,0.3499403103442172,-5.402998564213664,0.6549956693825898,1,-0.023698171710077154,-0.1439229479182691,4,13,23,20.38121024448711,65.25502726204365,0.8,1,-24,1,2019,R64,West,Florida State,Vermont
-5,1,7.044068287222319,3.81210678583966,-3.2319615013826564,1.1402488463317724,0.08431265097834545,0.04777346342293065,0.04029204652311544,0.04276578359582778,0.28254052269896235,2.5695793196422247,-1,0.2037629499042356,-3.113660278932487,-0.7338143231362277,1,0.09354789115281703,-0.09533962358568082,6,11,44,18.481547878763525,65.32791894175591,0.627,1,-21,1,2019,R64,West,Buffalo,Arizona State
-11,-40,16.467339361291458,12.905804625148107,-3.5615347361433436,-3.766757752506834,0.028261254722430795,0.01286789126028387,-0.030983518625357448,-0.06371044431377493,7.646682886474075,3.860419702587926,1,0.0215897941424521,-0.6599471140509952,-1.1015512523060185,2,0.1331921344536432,-0.1173283112170257,3,14,15,17.80916556174411,68.76171615067003,0.857,1,-42,1,2019,R64,West,Texas Tech,Northern Kentucky
-3,-14,4.893014477410272,-5.900215635039956,-10.793230112450232,-2.483989464135149,-0.03585989395162814,0.03917030740035332,0.018159400360098082,0.05474975188973785,3.419100157755345,2.450790271425883,7,0.29032549002998254,0.4312861508518324,0.659468172206636,1,0.2086239842198021,0.5250431263618296,7,10,51,38.89926513834851,72.80599479755722,0.608,1,-1,1,2019,R64,West,Nevada,Florida
-13,-165,27.129758266058197,6.070160602674946,-21.059597663383258,-2.823277800540481,-0.07077472077887909,0.06635528973921567,-0.0501345874339984,0.004714245992370247,-5.359374271447567,3.0830712570302614,7,0.09873234743342968,-5.497853417816538,-1.5,3,0.21418720369360988,0.21890289377955996,2,15,14,21.710922255410786,72.06975108896174,0.938,1,47,1,2019,R64,West,Michigan,Montana
-7,-51,1.4846511997769838,2.3714395174186365,0.8867883176416598,-0.3464386535749924,-0.07960115022571912,-0.03225776061290986,-0.015698152960206907,-0.043766058074630076,-5.135382396291924,6.2545792754007525,8,0.0013122918646196746,-3.693295685423207,-0.1088337393322103,3,0.21199492787027274,0.23618791645061488,1,8,2,42.0344687249929,70.09501041365303,0.6364525402815664,2,10,1,2019,R32,East,Duke,UCF
-8,-47,17.331981792856695,8.51890392834018,-8.8130778645165,6.572647435447735,-0.043867665342552986,0.0014523631428242645,-0.07106377289719629,0.018979414843303954,9.569972482139754,2.5429584062000283,17,0.24605614733286268,-1.9139537925129346,1.5,2,0.16214956290995564,-0.02773295292353839,4,12,26,14.737356245601404,67.52588197978682,0.6547534606063192,2,6,1,2019,R32,East,Virginia Tech,Liberty
-3,-3,9.394480029946829,1.6059541774575479,-7.788525852489286,-4.23247883603247,-0.012089582414290811,0.012522200198639255,-0.0603401428895442,-0.04233434443820144,2.602540080689412,-1.2340927127803978,8,0.21039954859658327,-9.2969624151157,1.5,2,-0.00019450964059619658,0.07951506341907222,3,6,32,38.42208329678723,67.43582605451405,0.5597136492671929,2,-14,1,2019,R32,East,LSU,Maryland
-8,-40,17.351337382163493,3.243091668092916,-14.108245714070577,10.26796916408739,0.02969645481319272,0.021455081576412294,-0.018589052327062233,-0.036263825541969885,-1.1221850490355472,4.432224861209147,16,-0.0961427953336298,-3.0874023653918243,-1.5,1,0.0833065404160771,-0.03764390270712148,2,10,12,35.156247420974736,69.60045935450364,0.6547534606063192,2,-3,1,2019,R32,East,Michigan State,Minnesota
-7,-30,11.413764169023167,5.120786029532027,-6.29297813949114,2.698473904466752,-0.0166311228381279,-0.011946613437959996,0.01757766195095939,-0.051306081561037664,5.325795689200337,-0.3173013774463831,-4,-0.0039544562134800065,-2.1520808802764897,-1.356823120296947,1,0.2350347854849293,0.3939542569701656,1,8,1,35.822289896017224,69.37487779218449,0.6364525402815664,2,-11,1,2019,R32,Midwest,UNC,Washington
1,15,0.9373746929121474,-2.478776993512298,-3.416151686424442,9.937137938612594,-3.785293909508436e-05,-0.02707283762955648,0.03172461722727213,-0.026220785279508996,-4.7754993632655705,-3.7390721963205977,5,0.15895999379581582,2.216265926426173,-1.4190543561155753,0,-0.0751657849722277,0.013251524175942997,5,4,10,41.712113715148675,64.61513773895783,0.48001065984441826,2,-9,1,2019,R32,Midwest,Auburn,Kansas
-8,-52,8.451539350649806,9.168429634005207,0.7168902833553972,-0.7390546427658933,0.09924367854889238,-0.03313256753339622,0.011981934033600872,0.010567859069187835,-0.2473094078205449,1.960263792852166,-1,0.15891230927660394,0.8031931908549144,0.6113415542688765,1,0.0047523373634662525,0.14190888482016695,3,11,19,21.932084947641144,74.3939507109209,0.6547534606063192,2,15,1,2019,R32,Midwest,Houston,Ohio State
-5,-13,9.787903954559738,0.3955203002278296,-9.392383654331894,2.5266015198352676,-0.07954923038320172,0.022118704948531853,0.03087979330063942,0.009688015590740895,3.7940306246794435,1.3077982530833765,17,0.15165755407630066,-4.903093351731325,-0.6121280082729639,2,0.2837565702628321,0.3710924121801918,2,7,8,45.937592826007105,67.15000854359474,0.598687660112452,2,-15,1,2019,R32,Midwest,Kentucky,Wofford
-7,-52,20.716253831171784,-1.7678401000156043,-22.484093931187388,-4.931777978471885,-0.00035160049792520853,-0.012172134479774277,-0.014370990083125118,-0.07479758956861488,1.4184742753875454,-2.374168442308827,21,-0.4875518184196325,-0.3864521771506002,-1.5,0,0.18993120061234658,0.21787487344735446,1,8,4,36.78705959727487,64.94111221058418,0.6364525402815664,2,11,1,2019,R32,South,Virginia,Oklahoma
-8,-57,12.2777092649459,-3.653426991093653,-15.93113625603955,7.268280078091564,0.041262862598254624,0.0006946037933002192,-0.05334800237430705,-0.02361411446052547,6.640868308346494,2.8912759705203763,5,0.21701496508002704,-1.049571890229748,-1.5,2,0.3127399941675074,0.24382513961354046,5,13,36,21.12084051791355,71.0758949028855,0.6547534606063192,2,7,1,2019,R32,South,Oregon,UC Irvine
-3,-21,3.2996416632135848,-3.8039371614475215,-7.103578824661113,9.296216258749887,-0.010524444693407242,0.0003723398501352948,0.013720468868206104,0.018272353057102897,-0.9696674061272503,-0.28827180759295334,5,-0.05512174972259243,5.005311980925859,1.5,-3,0.1065735361421658,-0.005589388544878893,3,6,19,26.759466406199017,66.08302034290257,0.5597136492671929,2,4,1,2019,R32,South,Purdue,Villanova
-8,-40,25.02942991460092,7.033392040728444,-17.996037873872467,6.447881672129419,0.03632808080251121,-0.004044905683822986,-0.030094321407966196,0.10000472111991404,5.2310385656526535,1.894171435347351,11,0.1324449301260428,-2.759254458089938,-0.04849431612246935,3,0.22630799798144208,0.39141411171158585,2,10,14,19.434877050537185,65.92741349593135,0.6547534606063192,2,-3,1,2019,R32,South,Tennessee,Iowa
-8,-48,20.922369460481356,13.67106627805697,-7.251303182424394,4.884782174326318,-0.04214398872107872,0.04600603758213473,-0.0378318502691517,0.09417944666653671,4.493320590375564,1.6872608190247584,12,0.23580860269563242,-0.9938665338874451,-1.5,0,0.07799023863561838,0.15651141376837474,1,9,1,41.75252312963529,69.16754905234704,0.6547534606063192,2,2,1,2019,R32,West,Gonzaga,Baylor
8,75,-19.70521172739346,-11.449086021981387,8.256125705412074,-2.895286012072873,-0.02920497572740499,0.010594972478371711,0.018430089765113455,-0.032183929338258255,-3.160006331334209,-2.250111886522471,-9,-0.4111049624945352,2.10387645050778,1.5,-1,-0.09062810495606533,-0.15131653119345867,12,4,23,19.73115817347518,65.32858095656823,0.3452465393936808,2,-34,0,2019,R32,West,Murray State,Florida State
-3,-30,4.375444378524861,5.88922334081856,1.5137789622936992,0.9802939094948186,-0.03299371401896478,-0.05491112365499784,-0.0589131025607941,-0.12027492420848529,7.85527860447521,2.1366466421365127,-2,-0.046052568413199824,3.1484534126734793,-0.5649896061886919,0,-0.017044061831984925,-0.19727707375869286,3,6,15,29.901060544510706,66.3881903196692,0.5597136492671929,2,13,1,2019,R32,West,Texas Tech,Buffalo
-5,-37,2.5242004528551014,4.492999096731836,1.9687986438767382,-0.9058878767981469,-0.07123594449685317,-0.0002867824481016523,-0.09489294375231505,-0.15980658058731811,-1.5855320648649105,-2.559046092310104,1,0.11853263397858116,-1.859786749956239,-1.5,0,0.09249740750512414,0.02796389298111246,2,7,14,46.316480068613885,71.11105612709058,0.598687660112452,2,9,1,2019,R32,West,Michigan,Nevada
-3,-24,5.724890943155891,11.166025629270905,5.4411346861150065,-0.890414610645152,-0.07754831733264145,-0.05153535548486654,0.0229332208854498,0.007532051541702223,-9.017877276332396,3.287911725475423,-10,-0.08896967419250201,-1.415661738277091,1.5,1,0.09284602311632362,0.16409271158327887,1,4,2,37.79422898161399,70.36699839218812,0.5597136492671929,3,4,1,2019,S16,East,Duke,Virginia Tech
1,20,-2.345510738202087,-2.1277866646200323,0.2177240735820476,-9.414857300049519,-0.05602982386080291,-0.00959689753656201,0.013636221102282908,-0.05158821854957929,-2.223925834312361,-0.5003135363826248,-3,0.28566077534581547,0.3364665046160802,0.8215812103391418,-1,-0.12351006568621514,-0.02546252902701729,3,2,12,50.16207406493614,70.02701528652258,0.48001065984441826,3,-14,0,2019,S16,East,LSU,Michigan State
-4,-24,2.2932828284897866,-1.7428243819799718,-4.0361072104697655,1.1404080361537439,-0.027020195786531198,0.02250666415308289,-0.0026776317379274273,-0.06602644896888382,9.30085862905197,2.4364721071955446,-5,0.04163530695454298,-1.025029658625666,-0.4565009425928883,1,0.12764685054880698,0.012484549218319207,1,5,1,44.942771236550605,70.153910726341,0.5793242521487495,3,-2,0,2019,S16,Midwest,UNC,Auburn
1,11,-12.670936241137946,-2.3234521749508446,10.347484066187093,5.61111408602558,0.08661856971983556,-0.058255560438327025,-0.027225416590433565,-0.10854163713483062,1.5357508760059417,0.6249082325082629,-16,-0.00129152573645952,5.1330881294779935,0.6629561748892199,0,-0.1365506618170329,0.08597517829139367,3,2,8,43.0545605394289,71.21886634652518,0.48001065984441826,3,-5,0,2019,S16,Midwest,Houston,Kentucky
-4,-32,12.052381822793603,5.192054000958095,-6.8603278218355115,-12.234811720583053,-0.012176719014468318,-0.019620092273271217,0.044421499444056364,-0.016791516443231735,-3.5585646351464533,0.9788456177136005,15,-0.18360852546130674,-2.810261439140639,-1.5,0,0.016372287784921835,0.0418176998797829,1,5,4,45.450931605653054,68.59262908163976,0.5793242521487495,3,6,1,2019,S16,South,Virginia,Oregon
1,5,-7.202599447862752,-5.986954727166463,1.2156447206962753,1.579774140281458,0.003657009311341386,-0.005518505567213117,0.059086309981037005,-0.052822315931870756,-8.675062870550658,-1.2336796890252417,-6,-0.14575306050826314,4.267552397423076,1.5,-3,-0.00676885042771147,0.0032260521427822653,3,2,14,37.261707517275354,69.9412414021368,0.48001065984441826,3,1,1,2019,S16,South,Purdue,Tennessee
-3,-22,11.619261344624004,3.3883447775564264,-8.230916567067581,4.83371617690554,-0.008637303142860153,0.03562608268590883,-0.012562721681365685,0.07146934972428753,4.85576248703337,0.44422636548773875,5,0.0815950174969533,0.056011909388914205,-1.1042562264288183,-1,0.10767646640361794,0.3441504102028856,1,4,1,51.05563124549265,69.19308205105743,0.5597136492671929,3,2,1,2019,S16,West,Gonzaga,Florida State
1,1,-7.282087799216708,-0.16627616575300408,7.115811633463707,-3.7797749142748955,0.07119283131612608,-0.027697746951454105,0.05743458107675517,0.03181305440043336,8.898715694601972,1.272975090851534,-7,0.014954178911696037,0.6743869392034032,1.0161474431745772,-1,-0.12155682260258993,-0.3912805318044382,3,2,14,41.55859272225227,68.76822473155406,0.48001065984441826,3,5,1,2019,S16,West,Texas Tech,Michigan
-1,-10,-4.494232439184174,2.2997044343513977,6.793936873535571,-4.812652849681797,-0.12454237559515868,-0.07472753000415955,0.023618374674486325,-0.012224715559267907,-4.581026832913455,1.7866221836836926,-8,0.3903187726319841,1.376340986928117,1.5,0,0.04315554675121658,0.032750651257335006,1,2,2,48.013352363954056,72.32811751170644,0.5199893401555818,4,2,0,2019,E8,East,Duke,Michigan State
3,17,-6.538004186253012,-0.6306872578511218,5.907316928401883,1.1703974047517534,0.05550790759473828,-0.0467645878538725,-0.0353747579266519,-0.09231483286413145,-5.709859611840951,-3.417332746767243,-14,-0.16351489281881781,3.9907452283487252,0.9841913501403781,-2,-0.11648587937066723,0.00514768619640027,5,2,8,49.18749259431383,68.99850800588825,0.44028635073280703,4,1,1,2019,E8,Midwest,Auburn,Kentucky
-2,-15,13.722102679517025,5.135017384700205,-8.587085294816816,-8.255905250929288,0.006708252260064829,-0.02212947462982373,-0.01139383879886055,-0.004189653148681971,6.615285521135316,-0.020827355897787392,16,-0.026112315839782574,-2.2541265955533465,-1.5,2,0.023593365740294137,0.07084425495641633,1,3,4,43.781210748929624,66.60317584681287,0.5399148845555657,4,1,1,2019,E8,South,Virginia,Purdue
2,14,-14.19919383354054,-6.0076224527631155,8.191571380777432,-4.731602865093592,0.013778430354315974,-0.01525195745998531,0.012146407025995093,-0.12864119678704056,0.8369048233470835,0.6560198890345292,-14,-0.20970132766946292,0.8991337681257328,0.9053812108881463,1,-0.12870066697586002,-0.4724470902154919,3,1,1,48.47569875657611,69.24413870696341,0.46008511544443426,4,0,1,2019,E8,West,Texas Tech,Gonzaga
-3,-13,4.929048197538705,1.470290325715112,-3.458757871823593,5.150737228283205,0.0196864969568053,0.03726742619559653,-0.031242668251322436,0.020239054851851013,3.539017659265536,4.166345807907515,12,-0.2987715698580298,-4.110575453537596,-0.24578207276370545,2,0.12482982599472925,0.011108513964325772,2,5,12,47.578536605599524,72.15907532240573,0.5597136492671929,5,-5,1,2019,F4,,Michigan State,Auburn
-4,-21,7.426912510192917,-0.45493224187889325,-7.881844752071814,-7.108483486915901,-0.020661056688743684,-0.009303913904391892,0.008537803734149751,0.011797360747185792,6.264743681624434,3.2790293089536378,16,-0.14821581922612775,-1.7105596891826718,-1.5,1,0.10725107156841784,0.011869126640805305,1,5,4,50.07640091825374,66.02946496480618,0.5793242521487495,5,-5,1,2019,F4,,Virginia,Auburn
1,3,-9.115539940051331,-2.5573378306500985,6.558202109401236,-7.856106662130728,-0.04565342179810944,-0.03640540252407787,0.026683117733473316,-0.06848943271847152,5.222091308512191,-0.6397187841489353,-16,0.32706000479850794,3.04611392854736,0.07457879523013933,-1,-0.10848834262567841,-0.35644787210989237,3,2,12,43.392044863086895,70.80639060548197,0.48001065984441826,5,3,1,2019,F4,,Texas Tech,Michigan State
-2,-11,11.613404252705543,0.6321152630560931,-10.981288989649457,-4.4031140530683786,0.005305868152560456,-0.010165937575910555,0.013097354251998872,0.0600477386138063,-2.496365286153292,-0.2475977148049413,20,-0.17650425416660592,-0.6460981641924359,-1.5,0,0.09090958819936701,0.3572084847863719,1,3,4,45.88990917574111,64.67678024788242,0.5399148845555657,6,-3,1,2019,NCG,,Virginia,Texas Tech
-15,-109,35.65972491743015,23.229901994001622,-12.429822923428532,1.5945762687788232,-0.05189371141915189,0.05928543151218835,0.022392164621129917,0.0400471573294639,-3.6080702251248873,4.791233685407853,6,0.1668101032399391,-4.67349810892058,-1.5,3,0.38112402431281733,0.33702363627865206,1,16,5,15.139721253228963,68.39969122009168,0.991,1,-47,1,2018,R64,East,Villanova,Radford
-1,-25,1.0072871553210945,8.87371636549463,7.866429210173536,5.055086752129824,-0.015440490862177636,0.014326284487212404,0.05455833326039877,-0.08851726105112151,-4.130601591411434,1.8460895357098037,0,-0.07743524159919618,-0.862650522459532,-1.5,1,0.10927135735401405,0.1693036304477109,8,9,24,25.233908040939177,72.66837083159588,0.512,1,20,0,2018,R64,East,Virginia Tech,Alabama
-7,-28,8.877567461205345,3.646415654457442,-5.231151806747917,2.773834396445892,0.016915073208639886,0.02248881412240311,-0.016974411885672752,0.06661779857779004,-5.84983855605412,3.3879494475953984,4,0.14596533534696837,-2.7668717176695043,-0.40443511317711955,2,0.2032744800043329,0.0398420341489506,5,12,32,18.8593490984465,68.77754302528895,0.649,1,-7,1,2018,R64,East,West Virginia,Murray State
-9,-78,11.37318651326632,5.441363576765326,-5.931822936500993,0.1570500033848674,-0.02042461492223968,-0.019721731301613477,0.033592717050650894,-0.06816874299979431,10.442869454012008,3.3800947474620378,17,0.04098087175650089,3.9966467861880304,-0.6878756713712013,1,0.15662618986992427,0.07721491531209479,4,13,26,17.341428929715903,69.96301733167184,0.8,1,22,0,2018,R64,East,Wichita State,Marshall
-5,-16,16.784340079037285,4.30777777490745,-12.476562304129828,1.702947712903395,-0.061640091542026154,0.002890129250591289,0.030746466932145333,0.022531027266647463,-0.6607605388498747,0.9182703654278721,15,-0.2661472269076336,-5.641660120874922,-1.5,-1,0.12100701735182484,0.32683829973114364,6,11,20,9.710478468993115,67.39141863307987,0.627,1,-4,1,2018,R64,East,Florida,St Bonaventure
